filename,num_words,ttr,gawl,gfw,big,trig,bignofun,trignofun,pos,collocations
Cities_Skylines_II.txt,46,0.8478260869565217,5.173913043478261,city | world-building | without | transform | thriving | simulation | scale | realistic | raise | push,youve never | your creativity | worldbuilding without | without limits | with the | with deep | up and | transform it | to build | thriving metropolis,youve never experienced | your creativity and | worldbuilding without limits | with the most | with deep simulation | up and transform | transform it into | to build on | thriving metropolis with | this is worldbuilding,worldbuilding without | without limits | with deep | transform thriving | transform it | transform into | transform a | thriving metropolis | simulation living | simulation and,youve never experienced | your creativity and | worldbuilding without limits | with metropolis most | with deep simulation | up ground transform | transform transform into | to build on | thriving metropolis with | this economy worldbuilding,NN | DT | IN | VB | RB | CC | VBG | JJ | VBZ | VBD,"[('With', 'deep'), ('builder', 'ever'), ('building', 'without'), ('deep', 'simulation'), ('ever', 'Push'), ('experienced', 'With'), ('living', 'economy'), ('never', 'experienced'), ('problem', 'solving'), ('thriving', 'metropolis')]"
Commander_Quest_Demo.txt,43,0.9069767441860465,5.488372093023256,game | victory | unit | synergy | strategy | roguelike | powerful | lead | kind | found,your army | you just | unit counters | to victory | then lead | then create | the boundaries | the battlefield | that combines | synergy by,your army to | you just found | victory congratulations you | unit counters then | then lead your | then create powerful | the boundaries between | the battlefield and | that combines deckbuilding | synergy by breaking,you just | you found | unit counters | synergy by | synergy breaking | strategy game | roguelike that | roguelike combines | powerful synergy | one of,your army to | you you found | victory congratulations you | unit counters then | then lead your | then create powerful | the boundaries between | the battlefield and | that combines deckbuilding | synergy synergy breaking,NN | DT | RB | NNS | IN | VBG | VB | NNP | JJ | CC,"[('Congratulations', 'You'), ('Consider', 'unit'), ('auto', 'battle'), ('battle', 'strategy'), ('building', 'card'), ('combines', 'deck'), ('create', 'powerful'), ('deck', 'building'), (""kind'"", 'roguelike'), ('powerful', 'synergy')]"
Crusader_Kings_III.txt,41,0.8292682926829268,5.365853658536586,strategy | sprawling | simulation | scheme | rich | noble | middle | love | legacy | larger-than-life,in the | your noble | your dynastyâ€™s | you guide | the sprawling | the rich | the middle | the beginning | strategy of | sprawling grand,your noble houseâ€™s | your dynastyâ€™s bloodline | you guide your | the sprawling grand | the rich and | the middle ages | the beginning as | strategy of crusader | sprawling grand strategy | simulation of the,strategy of | strategy crusader | sprawling grand | simulation the | simulation of | simulation middle | scheme claim | scheme and | rich largerthanlife | rich and,your noble houseâ€™s | your dynastyâ€™s bloodline | you guide your | the sprawling grand | the rich and | the middle ages | the beginning as | strategy strategy crusader | sprawling grand strategy | simulation simulation the,NN | NNP | JJ | IN | DT | PRP$ | CC | VBZ | VBP | VBD,"[('Crusader', 'Kings'), ('III', 'Death'), ('Kings', 'III'), ('Love', 'fight'), ('Middle', 'Ages'), ('claim', 'greatness'), ('fight', 'scheme'), ('grand', 'strategy'), ('greatness', 'Determine'), ('life', 'simulation')]"
Distant_Worlds_2.txt,12,1.0,4.75,worlds | vast | strategy | space | real-time | pausable | game | distant | 4x | 2,worlds 2 | vast pausable | strategy game | space strategy | realtime 4x | pausable realtime | is a | distant worlds | a vast | 4x space,worlds 2 is | vast pausable realtime | space strategy game | realtime 4x space | pausable realtime 4x | is a vast | game distant worlds | distant worlds 2 | a vast pausable | 4x space strategy,worlds 2 | vast pausable | strategy game | space strategy | realtime 4x | pausable realtime | distant worlds | 4x space | 2 vast | 2 is,worlds 2 is | vast pausable realtime | space strategy game | realtime 4x space | pausable realtime 4x | is 2 vast | game distant worlds | distant worlds 2 | a vast pausable | 4x space strategy,NN | JJ | NNP | CD | VBZ | DT,"[('Distant', 'Worlds'), ('pausable', 'real'), ('real', 'time'), ('space', 'strategy'), ('strategy', 'game'), ('vast', 'pausable')]"
Dota_2.txt,57,0.8596491228070176,4.473684210526316,heroes | dota | worldwide | updates | there's | taken | something | regular | players | play,worldwide enter | with regular | updates that | to discover | theres always | their 10th | that ensure | taken on | something new | regular updates,worldwide enter battle | with regular updates | updates that ensure | to discover with | theres always something | their 10th hour | that ensure a | taken on a | something new to | regular updates that,worldwide enter | with regular | updates that | updates ensure | theres always | taken on | taken life | taken a | something new | regular updates,worldwide enter battle | with regular updates | updates updates ensure | to discover with | theres always something | their 10th hour | that ensure a | taken taken a | something new to | regular updates that,IN | NN | NNS | JJ | DT | CD | CC | VBN | VB | RB,"[('000th', ""there's""), ('10th', 'hour'), ('Every', 'day'), ('With', 'regular'), ('always', 'something'), ('constant', 'evolution'), ('day', 'millions'), ('discover', 'With'), ('enter', 'battle'), ('gameplay', 'features')]"
Dwarf_Fortress.txt,35,0.8857142857142857,4.885714285714286,world | fortress | try | that's | survive | steam | simulation | legendary | intricate | help,your dwarves | world thats | try to | to help | the legendary | the deepest | thats ever | survive against | steam build | simulation of,your dwarves survive | world the deepest | world thats ever | try to help | to help your | the legendary dwarf | the deepest most | thats ever been | survive against a | steam build a,world thats | try to | try help | the legendary | the deepest | thats ever | survive deeply | survive against | survive a | steam build,your dwarves survive | world the deepest | world thats ever | try try help | to help your | the legendary dwarf | the deepest most | thats ever been | survive survive a | steam build a,NN | DT | NNP | VBN | IN | VB | RB | JJS | JJ | VBZ,"[('Dwarf', 'Fortress'), ('Steam', 'Build'), ('deeply', 'generated'), ('dwarves', 'survive'), ('intricate', 'simulation'), ('legendary', 'Dwarf'), (""that's"", 'ever'), ('The', 'deepest'), ('The', 'legendary'), ('created', 'The')]"
Frostpunk_2.txt,46,0.9347826086956522,4.869565217391305,years | winter | watch | survival | step | society | set | ravaged | powerful | perils,your every | your city | you face | years after | winter but | watch your | the powerful | the perils | the council | that watch,your every step | your city in | you face not | years after an | winter but also | watch your every | the powerful factions | the perils of | the council hall | that watch your,years apocalyptic | years an | years after | winter but | winter also | watch your | watch every | survival game | step inside | society survival,your every step | your city in | you face not | years years an | winter winter also | watch watch every | the powerful factions | the perils of | the council hall | that watch your,NN | DT | NNP | IN | JJ | RB | NNS | VBP | PRP$ | CD,"[('Council', 'Hall'), ('Develop', 'expand'), ('apocalyptic', 'blizzard'), ('blizzard', 'ravaged'), ('ending', 'winter'), ('every', 'step'), ('game', 'set'), ('never', 'ending'), ('powerful', 'factions'), ('ravaged', 'Earth')]"
Hearts_of_Iron_IV.txt,40,0.825,4.475,world | nation | weapon | war | victory | take | supreme | strategy | lets | lead,in world | your supreme | your nation | your fingertips | your ability | you take | world war | world history | weapon the | war ii,your supreme weapon | your nation is | your fingertips your | your ability to | you take command | world war ii | weapon the strategy | war ii the | victory is at | to lead your,your ability | world war | world history | weapon the | weapon strategy | war ii | victory your | victory is | victory fingertips | victory at,your supreme weapon | your nation is | your fingertips your | your ability to | you take command | world war ii | weapon weapon strategy | war ii the | victory victory at | to lead your,NN | NNP | IN | PRP$ | VBZ | DT | VB | JJ | TO | RBS,"[('World', 'War'), ('Your', 'ability'), ('engaging', 'conflict'), ('fingertips', 'Your'), ('game', 'Hearts'), ('strategy', 'game'), ('supreme', 'weapon'), ('take', 'command'), ('world', 'history')]"
Infection_Free_Zone.txt,47,0.7659574468085106,4.76595744680851,choose | zone | world | take | survivors | settlement | self-sustaining | region | rebuild | real,from the | zone from | your city | your base | you to | world choose | when the | to create | then rebuild | the zone,zone from the | your city and | your base of | you to create | world choose your | when the night | to create a | then rebuild and | the zone from | the world choose,zone the | zone infected | zone from | world choose | take charge | survivors your | survivors from | survivors city | settlement take | selfsustaining settlement,zone zone the | your city and | your base of | you around create | world choose your | when and night | to create a | then rebuild and | the zone from | the world choose,NN | DT | IN | VB | NNS | NNP | PRP$ | JJ | CC | WRB,"[('Take', 'charge'), ('buildings', 'around'), ('city', 'And'), ('falls', 'Defend'), ('night', 'falls'), ('real', 'region'), ('self', 'sustaining'), ('settlement', 'Take'), ('sustaining', 'settlement'), ('world', 'Choose')]"
Liars_Bar.txt,50,0.78,4.22,liar's | bar | victory | test | table | skills | sketchy | set | ready | patrons,your skills | where the | where lying | victory ready | to victory | this multiplayer | the patrons | the games | test your | table of,your skills in | where the games | where lying and | victory ready for | to victory ready | this multiplayer online | the patrons join | the games are | test your skills | table of 4,victory ready | test your | test skills | table of | table 4 | skills liars | skills in | sketchy bar | set sketchy | set in,your skills in | where lying and | where bar games | victory ready for | to victory ready | this multiplayer online | the patrons join | the games are | test test skills | table table 4,NNP | IN | DT | JJ | NN | VBP | NNS | CC | WRB | VBG,"[('experience', 'set'), ('multiplayer', 'online'), ('online', 'experience'), ('patrons', 'Join'), ('sketchy', 'bar'), ('victory', 'Ready'), (""Liar's"", 'Bar'), (""Liar's"", 'Deck'), (""Liar's"", 'Dice')]"
Limbus_Company.txt,28,0.8571428571428571,5.107142857142857,venture | twelve | sinners | manager | lobotomy | limbus | lead | lay | group | golden,your group | venture into | twelve sinners | the golden | the executive | the buried | sinners venture | on the | of twelve | of lobotomy,your group of | venture into the | twelve sinners venture | the golden boughs | the executive manager | the buried facilities | sinners venture into | on the golden | of twelve sinners | of lobotomy corporation,venture the | venture into | venture buried | twelve sinners | sinners venture | manager of | manager limbus | lobotomy corporation | limbus company | lead your,your group of | venture venture the | twelve sinners venture | the golden boughs | the executive manager | the buried facilities | sinners venture into | on claim golden | of twelve sinners | of lobotomy corporation,NNP | IN | NN | DT | VBD | VB | PRP$ | NNS | JJ | CC,"[('Company', 'lead'), ('Executive', 'Manager'), ('Golden', 'Boughs'), ('Limbus', 'Company'), ('Lobotomy', 'Corporation'), ('Sinners', 'venture'), ('buried', 'facilities'), ('lay', 'claim'), ('twelve', 'Sinners')]"
Magic_The_Gathering_Arena.txt,40,0.825,5.375,magic | friends | world | unlock | strategy | start | playing | planeswalkers | original | multiverse,your strategy | your friends | you to | world start | unlock cards | to discover | the world | the planeswalkers | the original | the multiverse,your strategy meet | your friends unlock | you to discover | world start playing | unlock cards and | to discover your | the world start | the planeswalkers explore | the original fantasy | the multiverse and,magic the | world start | unlock cards | the gathering | strategy meet | start playing | playing free | playing for | planeswalkers explore | original fantasy,your strategy meet | your friends unlock | you empowers discover | world start playing | unlock cards and | to discover your | the world start | the planeswalkers explore | the original fantasy | the multiverse and,NN | DT | NNS | NNP | VB | JJ | IN | PRP$ | CC | VBP,"[('Arena', 'empowers'), ('Gathering', 'Arena'), ('Magic', 'The'), ('Start', 'playing'), ('The', 'Gathering'), ('fantasy', 'CCG'), ('free', 'challenge'), ('original', 'fantasy'), ('planeswalkers', 'explore'), ('strategy', 'meet')]"
Manor_Lords.txt,39,0.8461538461538461,5.333333333333333,medieval | â€“ | weather | tactical | strategy | social | simulations | seasons | rule | rise,a medieval | â€“ the | your lands | weather changes | the weather | the seasons | tactical battles | strategy game | social simulations | simulations rule,â€“ the seasons | your lands as | weather changes and | the weather changes | the seasons pass | tactical battles and | strategy game featuring | social simulations rule | simulations rule your | seasons pass the,â€“ the | â€“ seasons | weather changes | tactical battles | strategy game | social simulations | simulations rule | seasons pass | rule your | rule lands,â€“ â€“ seasons | your lands as | weather changes and | the weather changes | the seasons pass | tactical battles and | strategy game featuring | social simulations rule | simulations rule your | seasons pass the,NN | JJ | NNS | DT | CC | NNP | VBZ | VBP | VBG | PRP$,"[('Manor', 'Lords'), ('building', 'large'), ('cities', 'rise'), ('city', 'building'), ('complex', 'economic'), ('depth', 'city'), ('game', 'featuring'), ('large', 'scale'), ('scale', 'tactical'), ('seasons', 'pass')]"
MARVEL_SNAP.txt,42,0.9047619047619048,5.238095238095238,"game | â€“ | year, | worldwide | winner | strategy | snap | right | reimagines | players",â€“ jump | you to | year we | worldwide â€“ | with innovative | winner of | we invite | to join | the year | the genre,â€“ jump right | you to join | year we invite | worldwide â€“ jump | with innovative mechanics | winner of multiple | we invite you | to join millions | the year we | the genre with,â€“ jump | year we | year invite | worldwide â€“ | winner of | winner multiple | strategy game | snap is | snap fastpaced | snap a,â€“ jump right | you invite join | year year invite | worldwide â€“ jump | with innovative mechanics | winner winner multiple | we invite you | to join millions | the year we | the genre with,NNP | JJ | IN | NNS | NN | DT | VBZ | VBP | PRP | WDT,"[(""'Best"", 'Strategy'), ('Collectible', 'Card'), ('Jump', 'right'), ('MARVEL', 'SNAP'), ('Strategy', ""Game'""), ('awards', 'like'), ('fast', 'paced'), ('innovative', 'mechanics'), ('join', 'millions'), ('like', ""'Best"")]"
Metaphor_ReFantazio.txt,36,0.8333333333333334,4.444444444444445,throne | thus | sits | people | next | monarch | late | kingâ€™s | king | heirs,the throne | your fight | with no | will of | will be | thus begins | throne sits | the will | the people | the next,your fight for | with no heirs | will of the | will be elected | thus begins your | throne the throne | throne sits empty | the will of | the throne sits | the people ,heirs the | with no | with heirs | thus begins | throne sits | the throne | sits empty | people  | next monarch | monarch will,your fight for | with with heirs | will monarch elected | will heirs the | thus begins your | throne the throne | throne sits empty | the throne sits | the people  | the next monarch,DT | NN | IN | JJ | VBZ | RB | NNS | MD | VBN | VB,"[('assassination', 'With'), ('king', 'decrees'), ('late', 'king'), ('next', 'monarch'), ('people', 'thus'), ('sits', 'empty'), ('thus', 'begins'), ('The', 'throne'), ('throne', 'sits')]"
Metaphor_ReFantazio__Prologue_Demo.txt,36,0.8333333333333334,4.444444444444445,throne | thus | sits | people | next | monarch | late | kingâ€™s | king | heirs,the throne | your fight | with no | will of | will be | thus begins | throne sits | the will | the people | the next,your fight for | with no heirs | will of the | will be elected | thus begins your | throne the throne | throne sits empty | the will of | the throne sits | the people ,heirs the | with no | with heirs | thus begins | throne sits | the throne | sits empty | people  | next monarch | monarch will,your fight for | with with heirs | will monarch elected | will heirs the | thus begins your | throne the throne | throne sits empty | the throne sits | the people  | the next monarch,DT | NN | IN | JJ | VBZ | RB | NNS | MD | VBN | VB,"[('assassination', 'With'), ('king', 'decrees'), ('late', 'king'), ('next', 'monarch'), ('people', 'thus'), ('sits', 'empty'), ('thus', 'begins'), ('The', 'throne'), ('throne', 'sits')]"
Planet_Coaster_2.txt,41,0.8536585365853658,5.048780487804878,coaster | planet | 2 | worldâ€™s | thrilling | three | splash | simulator | sequel | rides,planet coaster | coaster 2 | your guests | worldâ€™s best | with planet | to the | to receive | to give | thrilling rides | three thrilling,planet coaster 2 | your guests an | worldâ€™s best coaster | with planet coaster | to the worldâ€™s | to receive the | to give your | thrilling rides designed | three thrilling rides | the worldâ€™s best,planet coaster | coaster 2 | worldâ€™s best | thrilling rides | three thrilling | splash with | splash planet | simulator prepurchase | sequel worldâ€™s | sequel to,planet coaster 2 | your guests an | worldâ€™s best coaster | with planet coaster | to sequel worldâ€™s | to receive the | to give your | thrilling rides designed | three thrilling rides | the worldâ€™s best,NN | NNP | DT | VB | TO | CD | VBG | NNS | IN | VBN,"[('Planet', 'Coaster'), ('Bonus', 'Ride'), ('Pre', 'purchase'), ('Ride', 'collection'), ('best', 'coaster'), ('coaster', 'park'), ('collection', 'containing'), ('containing', 'three'), ('extra', 'boost'), ('park', 'simulator')]"
Planet_Zoo.txt,44,0.8181818181818182,4.886363636363637,zoo | world | planet | wildlife | ultimate | tycoon | think | sim | meet | manage,zoo tycoon | zoo sim | zoo from | zoo and | your zoo | you create | world you | world for | wildlife in | who think,zoo tycoon comes | zoo sim construct | zoo from the | zoo and meet | your zoo and | you create around | world you create | world for wildlife | wildlife in planet | who think feel,zoo tycoon | zoo sim | zoo meet | zoo from | zoo and | world you | world wildlife | world for | world create | wildlife planet,zoo zoo meet | zoo tycoon comes | zoo sim construct | zoo from the | your zoo and | you create around | world world wildlife | world world create | wildlife wildlife planet | who think feel,NNP | NN | VB | IN | DT | NNS | CC | VBP | PRP | JJ,"[('Construct', 'detailed'), ('Tycoon', 'comes'), ('authentic', 'living'), ('create', 'around'), ('detailed', 'habitats'), ('habitats', 'manage'), ('living', 'animals'), ('meet', 'authentic'), ('sim', 'Construct'), ('think', 'feel')]"
RimWorld.txt,29,0.9655172413793104,6.344827586206897,trade | storyteller | stories | simulating | sim | sci-fi | relationships | psychology | melee | medicine,trade and | storyteller generates | stories by | simulating psychology | sim driven | scifi colony | relationships art | psychology ecology | melee combat | medicine trade,trade and more | storyteller generates stories | stories by simulating | simulating psychology ecology | sim driven by | scifi colony sim | relationships art medicine | psychology ecology gunplay | more a scifi | melee combat climate,trade more | trade and | storyteller generates | stories simulating | stories by | simulating psychology | sim driven | scifi colony | relationships art | psychology ecology,trade trade more | storyteller generates stories | stories stories simulating | simulating psychology ecology | sim driven by | scifi colony sim | relationships art medicine | psychology ecology gunplay | more a scifi | melee combat climate,NN | NNS | JJ | VBP | NNP | IN | DT | VBN | VBG | JJR,"[('Generates', 'stories'), ('art', 'medicine'), ('biomes', 'diplomacy'), ('climate', 'biomes'), ('colony', 'sim'), ('combat', 'climate'), ('diplomacy', 'interpersonal'), ('ecology', 'gunplay'), ('gunplay', 'melee'), ('interpersonal', 'relationships')]"
ROMANCE_OF_THE_THREE_KINGDOMS_8_REMAKE.txt,39,0.8717948717948718,5.230769230769231,three | kingdoms | drama | years | war | theater | simulation | series | scenarios | revived,three kingdoms | the three | years enjoy | with the | war infinite | theater of | the largest | the greatest | simulation romance | series with,the three kingdoms | years enjoy the | with the largest | war infinite drama | three kingdoms series | three kingdoms 8 | theater of war | the largest number | the greatest military | simulation romance of,three kingdoms | years enjoy | war infinite | theater war | theater of | the three | simulation romance | series with | series the | series largest,the three kingdoms | years enjoy the | with series largest | war infinite drama | three kingdoms series | three kingdoms 8 | theater theater war | the largest number | the greatest military | simulation romance of,NN | IN | NNP | JJ | DT | NNS | JJS | CD | VBZ | VBP,"[('Kingdoms', 'series'), ('THE', 'THREE'), ('THREE', 'KINGDOMS'), ('Three', 'Kingdoms'), ('greatest', 'military'), ('historical', 'simulation'), ('largest', 'number'), ('simulation', 'ROMANCE'), ('war', 'infinite'), ('years', 'Enjoy')]"
Sea_Power__Naval_Combat_in_the_Missile_Age.txt,48,0.8333333333333334,5.0,naval | forces | weaponry | waters | warsaw | use | tense | supremacy | sensors | sea,forces in | your advanced | you control | weaponry and | waters sea | warsaw pact | use your | to respect | the lead | the enemy,your advanced naval | you control nato | weaponry and sensors | waters sea power | warsaw pact forces | use your advanced | to respect rules | the lead designer | the enemy forces | tense fight for,forces in | weaponry sensors | weaponry and | waters sea | warsaw pact | use your | use advanced | tense fight | sensors to | sensors respect,your advanced naval | you control nato | weaponry weaponry sensors | waters sea power | warsaw pact forces | use use advanced | to respect rules | the lead designer | the enemy forces | tense fight for,NNP | NN | JJ | IN | NNS | CC | VB | DT | VBZ | TO,"[('Cold', 'Waters'), ('Power', 'lets'), ('Sea', 'Power'), ('Warsaw', 'Pact'), ('Waters', 'Sea'), ('campaigns', 'Use'), ('conflict', 'campaigns'), ('control', 'NATO'), ('lead', 'designer'), ('respect', 'rules')]"
